angle_deg,Bx[mT],By[mT],Bz[mT],Bx[LSB],By[LSB],Bz[LSB]
0,5.198779116465863,-3.214883534136546,-3.959734939759037,153.37510040160643,-94.84819277108434,-116.82650602409639
15,10.657235023041475,-4.456240947992099,-12.811764318630678,314.3903884134299,-131.47070441079657,-377.9585253456221
30,12.210724346076457,24.405479543930248,-21.768068410462778,360.1998658618377,719.9604292421194,-642.169014084507
45,-17.9056780333069,11.574591593973038,28.63080888183981,-528.2252180808882,341.45122918318793,844.6177636796193
60,-7.91494056463596,-8.331664190193164,11.651463595839525,-233.49405646359583,-245.76894502228825,343.7481426448737
75,-3.4678141592920353,-3.7122212389380524,2.4452212389380534,-102.29026548672566,-109.53185840707964,72.17256637168141
90,-4.037002126151666,1.1726789510985118,-0.6239971651311127,-119.09284195605953,34.609496810772505,-18.430191353649892
105,-13.01086956521739,10.703134642356243,0.23839410939691447,-383.82398316970546,315.73562412342216,7.0273492286115005
120,-42.13087927424983,13.692484298674112,22.439351011863224,-1242.8499651081647,403.9483600837404,661.9692951849268
135,-32.20242592592593,-24.5628024691358,15.728061728395062,-949.9604938271605,-724.6148148148148,463.9901234567901
150,-7.026870799103809,-9.239320388349515,-1.4788424197162062,-207.3024645257655,-272.563853622106,-43.607916355489174
165,-3.3748998748435546,-0.6856257822277848,-0.2743617021276596,-99.55006257822278,-20.225907384230286,-8.063829787234043
180,-4.341995994659546,3.0395994659546064,3.0456608811748995,-128.07076101468624,89.67556742323097,89.85380507343125
195,-10.194840027229407,5.003335602450647,14.10070796460177,-300.73315180394826,147.59564329475833,415.96119809394145
210,-12.642255291005291,-21.00218915343915,26.053214285714287,-372.9457671957672,-619.5674603174604,768.574074074074
225,18.21086330935252,-14.638848920863309,-27.850366906474818,537.2043165467626,-431.8474820143885,-821.5956834532374
240,8.84909400544959,8.21491144414169,-12.867309264305176,261.033378746594,242.31811989100817,-379.56948228882834
255,3.611984126984127,3.646395502645503,-2.3769510582010582,106.56018518518519,107.58201058201058,-70.0978835978836
270,4.118094900849859,-0.8434560906515581,0.34164305949008494,121.47167138810198,-24.86614730878187,10.031161473087819
285,11.636890243902439,-9.600074525745256,-0.45594850948509485,343.2987804878049,-283.20460704607046,-13.486449864498645
300,40.57508343265793,-13.702777115613827,-24.373933253873663,1196.9696066746126,-404.25208581644813,-719.0280095351609
315,31.540923611111108,26.394243055555556,-18.37411805555556,930.4534722222222,778.6256944444444,-542.0277777777778
330,7.287807768268598,9.920895325872284,1.2963726135615536,214.99473337722185,292.6734693877551,38.2402896642528
345,3.6945161290322583,1.2790042075736325,0.40723702664796635,109.01262272089761,37.73632538569425,12.00140252454418
360,4.796880108991827,-2.6405858310626704,-2.946164850136239,141.49795640326977,-77.90122615803814,-86.89032697547684
